HOUSE,OVERCHARGE,DATA,INCOME,OVER_15MINS_CALLS_PER_MONTH,REPORTED_SATISFACTION_very_sat,LEFTOVER,HANDSET_PRICE,AVERAGE_CALL_DURATION,TIME_CLIENT,REPORTED_SATISFACTION_very_unsat
1.0220108338894676,-0.9478234650637276,-0.4442032648650164,0.4304169078001545,-0.7453232353196331,0,-0.1817871450604904,0.09059833791507492,-0.45070136976473135,-0.10921784336409698,1
1.7043941892422854,-0.2744237118323445,-0.9759956290637873,0.5327705313750722,-0.28845928913253943,0,0.9035721633741565,0.9847927025096002,-1.1378670236976283,-1.1383915237468083,1
-0.39070425586623386,1.521308963451344,-0.4632875113201787,-0.6629843643256806,1.6532124821626086,0,-0.3689180603078433,-0.8749413217268859,-0.22164615178709904,-0.6540744976843559,0
-0.012164011352402597,-0.7115428498948212,-0.08018893433136398,-0.848678276800482,-0.5168912622260863,0,-0.668327524703608,-0.2803971963315898,-0.22164615178709904,-0.7751537541999689,1
0.47371393478865326,-0.9478234650637276,-0.051067787888671556,-1.6088529216381622,-0.7453232353196331,1,-0.8928846230004315,-0.9748247347932956,2.068906027989224,-0.896233010715582,0
1.2334073826681466,-0.25079565031545387,0.5077285504550643,-0.15637316505399038,-0.4026752756793128,1,0.3796056006815683,-1.1127589718850042,-0.908811805719996,-0.10921784336409698,0
1.8407781801032013,-0.9478234650637276,-0.37868068536895905,-0.8695525864496054,-0.7453232353196331,0,-0.14436096201101983,-0.00452872214817244,-0.908811805719996,0.7383369522451946,1
0.3018505577890912,0.8360951794615153,0.36242928749680675,2.0098465475565463,0.7394845897884214,0,0.04276995323633308,1.912281538126262,-1.1378670236976283,0.31455955444054895,1
-0.809159296551849,-0.9478234650637276,1.390428961024593,0.1426160069879653,-0.7453232353196331,1,1.315260176918333,0.18096904497515992,-0.908811805719996,-0.16975747162190358,0
1.709152811771253,1.9584281015138207,-0.5497915276290825,1.481553868767453,2.4527243879900227,0,1.2029816277699212,1.6506821229523316,-0.908811805719996,2.130748402174745,1
0.29982171790562784,2.1710806551658366,-0.25339575314572815,0.8563783843995602,1.8816444552561553,0,2.1760623870561564,-0.5134584934865458,-1.1378670236976283,-0.23029709987970992,0
-0.23911759532193802,-0.25079565031545387,-0.6233134302694642,-0.9084536898236432,-0.5168912622260863,0,-0.4063442433573139,-0.42784413942962324,0.007409066190533266,-1.1989311520046146,1
0.08575769250473675,1.1668880406979842,-0.7510472465541199,0.5223894300135855,2.4527243879900227,0,-0.10693477896154925,-0.8035960266794503,-0.22164615178709904,0.31455955444054895,1
-0.3348235412257364,0.9660495178044138,-0.887305601025405,2.107020831143336,1.6532124821626086,0,2.288340936204568,0.22377622200362124,-0.908811805719996,-0.896233010715582,0
-1.1110903913010457,2.147452593648946,-0.44782329688137323,0.3105297609753823,1.3105645225222884,0,-0.8928846230004315,-0.34698613837586295,1.6107955920339594,0.31455955444054895,1
-0.6765876554911455,-0.9478234650637276,-0.8296302030771191,0.21696532041062186,-0.8595392218664065,0,-0.6309013416541374,1.6459257699491694,-0.908811805719996,-0.8356933824577756,1
0.615378361123612,-0.9478234650637276,-0.23221844884836,-1.5381134512375345,-0.8595392218664065,0,0.005343770186862496,-1.160322501916628,-0.45070136976473135,0.8594162087608078,1
1.1569656803411108,-0.3571219271414617,-0.6407710033531888,-0.9266374332451675,-0.5168912622260863,1,-0.33149187725837276,-1.0223882648249192,0.007409066190533266,-0.5935348694265493,0
-0.34613987270624413,-0.39256401941679764,-0.8020088227733357,0.6267161354887426,-0.5168912622260863,0,1.2778339938688623,1.3272501187372907,-0.908811805719996,-0.47245561291093635,0
-1.075404616460243,-0.45163417320902427,0.007994818981013972,1.1176547864846678,-0.4026752756793128,0,-0.5186227925057256,1.6031185929207081,-0.45070136976473135,-0.41191598465312973,0
-0.6702090763565717,-0.2744237118323445,-0.8494791652902219,-1.1510979207826266,-0.4026752756793128,0,-0.10693477896154925,-0.9795810877964579,-0.22164615178709904,-0.41191598465312973,0
-0.14215384657292152,-0.9478234650637276,-0.24763552637684397,-0.04722586175438482,-0.28845928913253943,1,-0.8928846230004315,-0.023554134160821912,1.6107955920339594,-1.0778518954890017,0
-0.4470327950491465,1.2141441637317656,-0.47430197629430076,1.7966191740193136,0.28262064360132766,1,0.08019613628580366,0.12864916194037387,-0.908811805719996,-0.8356933824577756,0
0.7202978102217948,-0.2980517733492351,-0.8611651343853822,0.045890151105775816,-0.4026752756793128,0,1.6146696413140977,-0.2471027253094532,-1.1378670236976283,-0.6540744976843559,1
1.421548208252885,1.344098502074664,0.19319325676329788,-0.48132630119227787,1.6532124821626086,1,-0.5934751586046668,-0.7274943786288525,0.007409066190533266,1.0410350935342274,0
-0.044123107175020215,-0.9478234650637276,-0.9200219969197194,1.4291326700997296,-0.8595392218664065,1,1.8766529226603916,0.9419855254811389,-1.1378670236976283,-0.47245561291093635,0
1.1603340997253637,-0.9478234650637276,1.3249063815285356,0.3144310820054011,-0.28845928913253943,1,1.8766529226603916,0.9990617615190872,-0.908811805719996,0.37509918269835557,0
1.674931228477825,-0.9478234650637276,-1.091720521061349,-1.4618134772998685,-0.7453232353196331,0,1.9140791057098623,-0.8416468507047492,-0.908811805719996,-1.1989311520046146,0
-0.42662367829438363,1.7339615171033598,-0.23781715819547755,0.0506883275449943,0.28262064360132766,0,-0.7057537077530786,-0.03306684016714665,1.1526851560786948,0.13294066966712914,1
